order_detail_id,order_id,product_id,quantity,unit_price
617,366,200,1,28.20
618,367,485,2,154.96
619,367,476,2,20.83
620,368,454,1,601.90
621,369,324,3,116.05
622,369,420,2,19.28
623,370,420,1,19.28
624,370,254,1,47.21
625,371,271,2,31.51
626,371,127,1,33.22
627,372,469,1,394.28
628,373,399,3,304.81
629,374,109,1,113.84
630,375,101,1,68.61
631,376,450,1,317.98
632,377,473,1,436.75
633,378,69,1,146.31
634,379,239,1,41.19
635,380,250,1,32.30
636,381,63,2,58.22
637,381,93,1,62.19
638,382,247,1,46.82
639,382,319,1,784.59
640,383,187,1,82.70
641,384,310,1,68.17
642,384,82,1,26.44
643,384,308,1,206.57
644,385,305,1,188.86
645,386,489,2,130.31
646,387,469,1,394.28
647,387,19,1,78.40
648,388,397,3,359.49
649,388,192,1,40.57
650,389,84,1,13.75
651,390,97,1,66.58
652,391,230,2,33.40
653,392,289,1,92.81
654,393,356,1,293.31
655,394,249,3,21.73
656,395,500,2,57.90
657,395,424,1,10.97
658,396,134,2,16.76
659,396,94,1,28.45
660,396,64,2,84.69
661,396,400,1,177.68
662,397,43,1,76.79
663,398,295,1,229.34
664,398,400,1,177.68
665,399,117,1,124.72
666,399,359,2,172.56
667,400,220,1,31.43
668,400,401,1,37.16
669,401,216,2,88.25
670,402,142,1,18.32
671,402,451,3,402.18
672,402,328,3,335.13
673,403,111,1,136.06
674,404,473,2,436.75
675,404,188,1,99.19
676,405,107,3,105.49
677,406,289,1,92.81
678,406,225,2,81.37
679,406,75,1,199.22
680,406,284,1,246.84
681,407,415,1,47.96
682,408,249,1,21.73
683,409,252,3,40.33
684,409,253,2,116.91
685,410,314,1,245.15
686,410,261,1,32.43
687,411,12,2,173.91
688,411,276,2,80.87
689,412,458,3,272.71
690,413,168,1,40.42
691,414,454,1,601.90
692,414,243,3,15.24
693,415,475,1,425.74
694,415,90,1,65.00
695,416,177,1,149.64
696,416,23,1,218.26
697,417,308,1,206.57
698,417,200,2,28.20
699,417,328,3,335.13
700,417,297,1,248.41
701,418,135,1,20.47
702,419,16,3,286.75
703,419,167,1,50.64
704,419,39,1,109.97
705,419,19,3,78.40
706,420,199,1,106.76
707,420,409,1,101.28
708,421,181,1,88.08
709,422,286,2,33.33
710,422,486,3,116.48
711,422,210,1,55.17
712,423,110,1,121.78
713,424,451,2,402.18
714,425,489,1,130.31
715,426,80,2,41.86
716,426,279,1,239.69
717,426,284,1,246.84
718,427,45,1,42.32
719,428,52,1,49.59
720,429,361,1,287.22
721,429,389,1,333.06
722,429,57,1,142.95
723,430,326,1,121.01
724,431,266,1,42.93
725,431,300,1,98.52
726,432,135,3,20.47
727,433,422,1,68.30
728,434,132,2,27.44
729,434,325,2,776.77
730,435,83,1,54.76
731,436,442,1,115.68
732,437,163,1,78.81
733,437,204,1,62.98
734,437,182,1,107.24
735,438,361,1,287.22
736,438,269,1,87.59
737,439,22,1,97.96
738,439,37,3,24.76
739,439,166,2,22.73
740,440,384,1,141.68
741,440,92,1,40.26
742,441,363,1,303.30
743,442,405,1,109.04
744,443,241,3,50.42
745,443,421,2,99.61
746,444,231,1,31.60
747,444,492,2,164.62
748,445,377,1,544.96
749,446,1,1,214.47
750,447,306,3,733.71
751,448,7,1,253.01
752,448,369,1,252.00
753,449,436,1,289.58
754,449,123,2,14.01
755,449,496,1,142.40
756,449,198,1,53.50
757,450,351,2,425.84
758,451,196,1,96.67
759,452,220,1,31.43
760,452,450,1,317.98
761,453,16,1,286.75
762,454,79,1,46.80
763,455,481,1,192.96
764,455,227,2,42.22
765,456,342,1,118.99
766,457,13,1,286.46
767,458,237,3,9.94
768,458,93,2,62.19
769,459,282,1,187.98
770,459,114,2,49.14
771,460,339,1,364.34
772,460,401,1,37.16
773,460,94,1,28.45
774,461,446,2,75.59
775,461,328,1,335.13
776,462,471,1,82.98
777,462,210,1,55.17
778,463,342,1,118.99
779,464,148,1,23.73
780,464,299,1,320.93
781,464,234,1,48.18
782,464,72,1,144.79
783,465,115,1,178.05
784,465,55,2,246.55
785,466,390,1,157.82
786,467,306,1,733.71
787,468,73,3,230.06
788,468,385,1,159.66
789,469,82,1,26.44
790,469,399,1,304.81
791,470,244,3,38.94
792,470,111,1,136.06
793,470,181,1,88.08
794,471,12,1,173.91
795,472,171,3,87.16
796,472,424,1,10.97
797,473,363,3,303.30
798,474,355,1,118.12
799,475,196,1,96.67
800,476,112,3,130.06
801,476,174,1,61.34
802,477,422,1,68.30
803,478,213,1,82.46
804,478,7,1,253.01
805,479,289,1,92.81
806,479,39,1,109.97
807,480,439,1,95.01
808,481,428,1,30.34
809,482,214,2,27.81
810,483,282,1,187.98
811,483,204,3,62.98
812,484,79,2,46.80
813,485,27,1,67.22
814,485,149,1,34.60
815,486,266,1,42.93
816,487,435,2,296.47
817,488,394,1,422.51
818,488,423,2,51.62
819,489,338,3,44.71
820,490,321,3,482.00
821,491,401,1,37.16
822,491,135,1,20.47
823,491,239,1,41.19
824,492,80,2,41.86
825,493,465,3,733.38
826,493,449,1,80.90
827,494,99,1,77.43
828,495,193,2,136.18
829,495,140,1,38.54
830,496,267,1,36.13
831,497,100,1,56.23
832,497,305,3,188.86
833,498,89,2,27.33
834,498,119,1,168.60
835,498,102,3,99.36
836,499,467,2,282.86
837,499,424,3,10.97
838,500,470,1,293.03
839,500,485,1,154.96
840,500,34,1,99.21
841,500,461,1,580.39
842,501,371,1,269.38
843,502,395,1,217.38
844,503,470,3,293.03
845,504,301,2,512.90
846,504,403,1,83.80
847,505,207,1,45.80
848,506,188,1,99.19
849,506,249,1,21.73
850,507,188,1,99.19
851,508,237,1,9.94
852,509,419,1,108.40
853,510,88,2,10.82
854,511,420,1,19.28
855,512,333,3,59.89
856,512,248,1,51.01
857,512,483,1,40.84
858,513,218,1,26.53
859,514,140,2,38.54
860,514,69,1,146.31
861,514,13,1,286.46
862,514,428,1,30.34
863,515,178,1,120.13
864,515,54,1,195.91
865,516,329,1,244.97
866,517,40,1,15.94
867,518,250,1,32.30
868,519,320,1,677.02
869,520,123,3,14.01
870,521,100,1,56.23
871,522,377,2,544.96
872,522,343,1,206.69
873,523,27,1,67.22
874,523,181,1,88.08
875,523,176,1,92.15
876,523,20,3,32.20
877,524,113,1,14.89
878,524,367,1,322.13
879,525,387,1,487.63
880,526,218,1,26.53
881,527,294,1,231.75
882,527,42,1,105.97
883,528,197,1,106.92
884,528,332,1,86.56
885,529,20,2,32.20
886,529,186,1,138.53
887,530,181,1,88.08
888,530,225,3,81.37
889,531,459,2,54.98
890,532,24,2,76.15
891,533,293,1,324.24
892,533,136,1,42.39
893,533,375,1,354.93
894,533,13,3,286.46
895,534,349,1,251.04
896,534,368,1,498.94
897,534,174,1,61.34
898,535,95,1,14.65
899,536,406,3,93.50
900,537,143,1,20.88
901,538,419,1,108.40
902,538,118,1,117.03
903,538,140,1,38.54
904,539,11,1,142.78
905,540,123,1,14.01
906,540,221,1,24.54
907,541,262,2,44.33
908,542,28,1,63.23
909,542,487,1,41.16
910,542,435,2,296.47
911,542,183,1,83.32
912,543,7,1,253.01
913,543,267,1,36.13
914,544,131,1,10.55
915,544,111,2,136.06
916,544,116,2,42.34
917,544,494,3,32.20
918,545,298,2,71.38
919,546,265,1,73.53
920,547,105,1,76.79
921,548,413,1,39.71
922,549,269,1,87.59
923,550,358,1,61.70
924,551,453,1,191.72
925,552,315,3,659.72
926,553,243,1,15.24
927,553,478,1,26.87
928,554,197,2,106.92
929,555,478,1,26.87
930,556,116,1,42.34
931,556,25,2,155.12
932,557,47,1,84.21
933,558,54,2,195.91
934,558,319,1,784.59
935,558,214,1,27.81
936,558,340,1,157.44
937,559,96,1,15.77
938,559,331,3,294.90
939,560,314,1,245.15
940,560,464,1,621.22
941,561,176,2,92.15
942,561,139,1,22.72
943,561,156,1,80.68
944,562,461,1,580.39
945,562,148,1,23.73
946,562,249,3,21.73
947,562,242,3,5.82
948,563,287,1,57.78
949,564,245,2,28.04
950,565,64,1,84.69
951,566,30,2,117.65
952,566,452,2,579.93
953,566,77,2,44.81
954,566,295,1,229.34
955,567,295,1,229.34
956,567,478,2,26.87
957,567,458,2,272.71
958,568,168,3,40.42
959,569,439,2,95.01
960,570,49,1,104.81
961,571,87,2,39.01
962,572,132,2,27.44
963,572,196,1,96.67
964,573,326,1,121.01
965,573,62,1,125.52
966,574,499,1,129.75
967,574,315,1,659.72
968,575,332,1,86.56
969,576,106,3,68.10
970,577,453,1,191.72
971,577,420,3,19.28
972,578,397,2,359.49
973,579,456,3,615.12
974,579,83,2,54.76
975,580,390,1,157.82
976,580,79,1,46.80
977,580,70,1,80.64
978,581,446,1,75.59
979,582,354,1,465.08
980,582,257,1,50.38
981,583,362,2,78.14
982,584,272,1,59.48
983,585,51,1,198.34
984,586,72,3,144.79
985,587,312,1,248.57
986,587,184,1,38.05
987,588,474,1,50.10
988,588,40,2,15.94
989,588,56,2,29.26
990,588,136,2,42.39
991,589,227,2,42.22
992,589,445,1,206.29
993,589,377,2,544.96
994,589,172,1,49.15
995,590,385,1,159.66
996,590,117,2,124.72
997,591,338,1,44.71
998,591,200,1,28.20
999,591,195,2,28.72
1000,591,332,1,86.56
1001,592,367,1,322.13
1002,592,368,2,498.94
1003,593,88,1,10.82
1004,593,256,1,118.62
1005,594,232,1,54.03
1006,594,414,1,24.19
1007,595,240,1,28.12
1008,596,328,2,335.13
1009,596,289,1,92.81
1010,596,202,1,92.20
1011,597,378,1,570.06
1012,598,160,1,57.71
1013,598,222,1,62.16
1014,598,105,1,76.79
1015,598,484,2,83.63
1016,599,93,3,62.19
1017,600,482,2,110.65
1018,601,387,1,487.63
1019,601,440,1,176.75
1020,602,340,1,157.44
1021,603,213,1,82.46
1022,603,145,2,21.39
1023,603,339,1,364.34
1024,604,334,3,259.26
1025,604,48,2,36.80
1026,604,400,1,177.68
1027,605,413,1,39.71
1028,606,220,1,31.43
1029,606,366,2,65.64
1030,607,314,1,245.15
1031,607,356,2,293.31
1032,607,73,1,230.06
1033,608,256,2,118.62
1034,608,27,2,67.22
1035,608,378,1,570.06
1036,608,151,3,88.65
1037,609,385,1,159.66
1038,609,157,1,32.73
1039,610,286,2,33.33
1040,610,256,2,118.62
1041,611,204,1,62.98
1042,612,56,1,29.26
1043,612,438,1,146.97
1044,612,262,2,44.33
1045,613,255,1,50.77
1046,613,198,1,53.50
1047,613,29,1,113.72
1048,614,285,1,86.23
1049,615,116,2,42.34
1050,616,468,1,337.76
1051,616,233,1,54.65
1052,616,446,1,75.59
1053,617,143,1,20.88
1054,617,226,1,53.93
1055,618,398,2,347.39
1056,618,346,1,139.97
1057,619,192,1,40.57
1058,619,118,1,117.03
1059,619,96,1,15.77
1060,619,49,1,104.81
1061,620,121,1,55.65
1062,620,229,1,47.02
1063,621,181,1,88.08
1064,622,14,1,132.18
1065,623,294,2,231.75
1066,624,16,1,286.75
1067,624,137,1,34.92
1068,625,40,3,15.94
1069,625,219,1,46.53
1070,626,437,1,213.82
1071,626,370,1,457.03
1072,627,179,1,23.68
1073,627,288,3,236.43
1074,628,127,1,33.22
1075,629,415,1,47.96
1076,629,251,1,46.80
1077,629,438,1,146.97
1078,630,439,2,95.01
1079,630,203,2,17.08
1080,631,209,1,29.12
1081,632,258,1,48.92
1082,632,84,1,13.75
1083,632,74,1,249.46
1084,633,325,3,776.77
1085,634,327,1,365.12
1086,634,439,1,95.01
1087,634,449,1,80.90
1088,634,188,1,99.19
1089,635,9,1,186.61
1090,636,151,1,88.65
1091,637,35,1,25.13
1092,638,206,2,54.32
1093,639,249,3,21.73
1094,640,257,2,50.38
1095,641,143,1,20.88
1096,641,79,3,46.80
1097,641,434,2,141.47
1098,642,206,1,54.32
1099,642,93,1,62.19
1100,642,28,1,63.23
1101,643,408,1,71.62
1102,643,3,1,129.57
1103,643,368,1,498.94
1104,644,149,1,34.60
1105,645,353,1,88.37
1106,646,142,1,18.32
1107,647,142,1,18.32
1108,647,219,1,46.53
1109,648,408,2,71.62
1110,649,471,3,82.98
1111,650,284,1,246.84
1112,650,371,2,269.38
1113,651,383,1,145.44
1114,651,120,2,54.47
1115,651,204,1,62.98
1116,651,146,1,12.60
1117,652,115,1,178.05
1118,653,3,1,129.57
1119,654,91,2,45.60
1120,654,415,2,47.96
1121,654,426,2,174.47
1122,654,120,1,54.47
1123,655,169,2,38.54
1124,656,458,1,272.71
1125,657,249,1,21.73
1126,657,291,2,264.92
1127,658,286,1,33.33
1128,658,203,1,17.08
1129,658,66,2,98.20
1130,659,427,2,30.76
1131,659,496,3,142.40
1132,660,410,2,34.98
1133,661,176,1,92.15
1134,662,348,1,259.09
1135,662,80,1,41.86
1136,663,164,3,32.81
1137,663,336,1,205.34
1138,664,79,1,46.80
1139,664,324,1,116.05
1140,665,3,1,129.57
1141,665,272,1,59.48
1142,665,213,1,82.46
1143,665,205,1,66.93
1144,666,111,1,136.06
1145,667,424,2,10.97
1146,667,444,1,44.02
1147,668,356,1,293.31
1148,668,353,1,88.37
1149,668,124,1,174.77
1150,669,264,2,12.49
